@id,@lat,@lon,sport,name
364978134,42.0154831,21.3976074,,
364978137,42.0151605,21.3976049,,
364978138,42.0151627,21.3983687,,
364978140,42.0154951,21.3983511,,
367266347,42.0116701,21.4049474,,
367266348,42.0116480,21.4054121,,
367266350,42.0115280,21.4054018,,
367266351,42.0115050,21.4058861,,
367266352,42.0113781,21.4058752,,
367266353,42.0113562,21.4063354,,
367266354,42.0116878,21.4063640,,
367266356,42.0117109,21.4058787,,
367266357,42.0118308,21.4058891,,
367266358,42.0118538,21.4054060,,
367266359,42.0119777,21.4054167,,
367266360,42.0119987,21.4049757,,
367667186,41.9995224,21.3909011,,
367667190,41.9994701,21.3912457,,
367667192,41.9991650,21.3911618,,
367667194,41.9992174,21.3908172,,
368004432,41.9931489,21.5243044,,
368004434,41.9924599,21.5255061,,
368004435,41.9920134,21.5262957,,
368004436,41.9918220,21.5270338,,
368004438,41.9918730,21.5278406,,
368004439,41.9921601,21.5285273,,
368004440,41.9926513,21.5289822,,
368004441,41.9932892,21.5291109,,
368004443,41.9939463,21.5288706,,
368004445,41.9942844,21.5284415,,
368004447,41.9958791,21.5240040,,
368004449,41.9960960,21.5234032,,
368004450,41.9960194,21.5228024,,
368004451,41.9958408,21.5223132,,
368004452,41.9955410,21.5220042,,
368004453,41.9951264,21.5218582,,
368004454,41.9946671,21.5220557,,
368004455,41.9942575,21.5226527,,
370403997,42.0030760,21.4310216,,
370403998,42.0026108,21.4310760,,
370403999,42.0026467,21.4316315,,
370404000,42.0031119,21.4315771,,
438701223,41.9952769,21.5090773,,
438701231,41.9951628,21.5090034,,
438701240,41.9953244,21.5085458,,
438701249,41.9954363,21.5086140,,
459794325,41.9987623,21.3905501,,
459794326,41.9985583,21.3905031,,
459794327,41.9984908,21.3910336,,
459794328,41.9986948,21.3910806,,
471115920,41.9934353,21.4656070,,
471115924,41.9933016,21.4660419,,
471115926,41.9939927,21.4664265,,
471115927,41.9941264,21.4659915,,
552763593,42.0302817,21.4414544,,
552763597,42.0296763,21.4412839,,
552763599,42.0294760,21.4425438,,
552763603,42.0300234,21.4426346,,
778380839,42.0199375,21.4162713,,
778380842,42.0191644,21.4171510,,
778380844,42.0189412,21.4171832,,
778380846,42.0187100,21.4170330,,
778380848,42.0186223,21.4167433,,
778380851,42.0186303,21.4164322,,
778380853,42.0187499,21.4161640,,
778380855,42.0193584,21.4154980,,
778380858,42.0195497,21.4154336,,
778380860,42.0198817,21.4156490,,
778380864,42.0199614,21.4159387,,
778487890,42.0197171,21.4154980,,
1091473946,42.0507175,21.3654765,,
1091473948,42.0507904,21.3664324,,
1091473950,42.0497189,21.3665595,,
1091473954,42.0496739,21.3655784,,
1515757124,41.9990768,21.4093254,,
1515757144,41.9990591,21.4094720,,
1515757157,41.9990355,21.4093164,,
1515757189,41.9987689,21.4091189,,
1515757207,41.9990518,21.4091805,,
1734335806,42.0521776,21.3623067,,
1734335807,42.0511639,21.3610638,,
1734335808,42.0506819,21.3615980,,
1734335809,42.0514776,21.3628984,,
1844645224,41.9831925,21.4799955,,
1844645225,41.9830588,21.4798840,,
1844645226,41.9832039,21.4795691,,
1844645227,41.9833376,21.4796806,,
1851617569,41.9944846,21.4166934,,
1851617586,41.9942274,21.4171065,,
1851617687,41.9942889,21.4166540,,
1851617699,41.9944288,21.4171467,,
1851694034,42.0038699,21.4263714,,
1851694068,42.0039649,21.4268878,,
1851694098,42.0049753,21.4278996,,
1851694143,42.0066914,21.4231248,,
1851694155,42.0070439,21.4235398,,
1851694188,42.0065149,21.4233963,,
1851694205,42.0068674,21.4238113,,
1851694210,42.0050677,21.4269551,,
1858303493,41.9962674,21.3954843,,
1858303679,41.9963639,21.3958722,,
1858303730,41.9962118,21.3958320,,
1858303748,41.9964155,21.3955236,,
1858337761,41.9934911,21.3983978,,
1858337794,41.9936801,21.3984457,,
1858337796,41.9936097,21.3989489,,
1858337823,41.9934207,21.3989010,,
1860951981,42.0060700,21.4120302,,
1860951990,42.0064622,21.4114083,,
1860951991,42.0061173,21.4113640,,
1860951995,42.0064148,21.4120746,,
1864556050,42.0229998,21.4358737,,
1864556060,42.0230084,21.4365903,,
1864556084,42.0238418,21.4365722,,
1864556125,42.0238332,21.4358556,,
1864640016,42.0111491,21.4382335,,
1864640026,42.0116117,21.4384200,,
1864640064,42.0112305,21.4385814,,
1864640072,42.0115303,21.4380720,,
1868631926,42.0418040,21.4129703,,
1868631929,42.0419770,21.4128225,,
1868631968,42.0417970,21.4128400,,
1868632021,42.0419840,21.4129528,,
1870263902,41.9991500,21.4023134,,
1870263904,41.9992068,21.4019358,,
1870263919,41.9993766,21.4023751,,
1870263920,41.9993975,21.4025824,,
1870263951,41.9991490,21.4023488,,
1870263959,41.9994216,21.4024237,,
1870263961,41.9991250,21.4025076,,
1870263979,41.9994334,21.4019975,,
1870289697,42.0089873,21.3934508,,
1870289698,42.0090151,21.3942095,,
1870289700,42.0090650,21.3937816,,
1870289701,42.0091179,21.3927591,,
1870289705,42.0093047,21.3935635,,
1870289706,42.0092443,21.3942215,,
1870289711,42.0092119,21.3923480,,
1870289719,42.0095343,21.3924816,,
1870289720,42.0094402,21.3928927,,
1870289724,42.0092802,21.3938621,,
1870289727,42.0091014,21.3928689,,
1870289728,42.0094188,21.3929816,,
1871822464,41.9999364,21.3907223,,
1871822467,42.0000883,21.3895477,,
1871822473,41.9995935,21.3903091,,
1871822481,41.9998746,21.3894938,,
1871822482,41.9998074,21.3899758,,
1871822485,42.0000211,21.3900298,,
1871822495,41.9999802,21.3904058,,
1871822497,41.9995498,21.3906256,,
1871916367,42.0036838,21.4095123,,
1871916374,42.0033378,21.4094220,,
1871916377,42.0033068,21.4096364,,
1871916379,42.0036529,21.4097268,,
1874949688,42.0010253,21.3938860,,
1874949694,42.0011041,21.3944005,,
1874949707,42.0009592,21.3943643,,
1874949731,42.0011240,21.3948582,,
1874949732,42.0011833,21.3944332,,
1874949738,42.0008614,21.3943520,,
1874949759,42.0008021,21.3947769,,
1874949779,42.0011702,21.3939222,,
1875061125,42.0253886,21.3763964,,
1875061165,42.0253934,21.3780614,,
1875061171,42.0250174,21.3765634,,
1875061185,42.0249793,21.3769268,,
1875061189,42.0258023,21.3774457,,
1875061213,42.0254731,21.3779782,,
1875854012,42.0027937,21.3568617,,
1875854053,42.0028236,21.3569919,,
1875854067,42.0027847,21.3565559,,
1875854073,42.0026685,21.3568683,,
1875854097,42.0029711,21.3565553,,
1875854101,42.0028136,21.3565619,,
1875854120,42.0026595,21.3565626,,
1875854128,42.0029811,21.3569853,,
1875865808,42.0022309,21.3653824,,
1875865819,42.0015372,21.3653824,,
1875865834,42.0022068,21.3639828,,
1875865836,42.0015331,21.3640043,,
1878609688,42.0036843,21.5027806,,
1878609689,42.0036887,21.5025278,,
1878609693,42.0040504,21.5027923,,
1878609699,42.0040549,21.5025394,,
1879222985,41.9413273,21.5095985,,
1879223073,41.9409137,21.5093399,,
1879223147,41.9414534,21.5092340,,
1879223155,41.9410398,21.5089754,,
1898625447,41.9919907,21.4614960,,
1898625553,41.9926472,21.4613499,,
1898625554,41.9928148,21.4627142,,
1898625573,41.9921583,21.4628603,,
2004962786,42.0037414,21.4080775,,
2004962795,42.0039418,21.4081250,,
2004962797,42.0037648,21.4078979,,
2004962798,42.0039652,21.4079453,,
2327187259,42.0510340,21.3621704,,
2327187260,42.0517901,21.3610957,,
2327187266,42.0514928,21.3608908,,
2327187269,42.0516253,21.3609323,,
2381484613,42.0521016,21.3623709,,
2381484629,42.0519236,21.3625214,,
2381484692,42.0516053,21.3627905,,
2388625311,41.9793815,21.3161454,,
2388625319,41.9793596,21.3160086,,
2388625348,41.9795889,21.3160730,,
2388625356,41.9795570,21.3159335,,
2390480378,42.0050721,21.3104486,,
2390480383,42.0040716,21.3094312,,
2390480425,42.0043766,21.3107561,,
2390480434,42.0047692,21.3091308,,
2392247629,42.0076946,21.4025380,,
2392247630,42.0085338,21.4013430,,
2392247632,42.0083969,21.4026257,,
2392247638,42.0078552,21.4012118,,
2393025368,42.0517966,21.3611160,,
2397395480,42.0024125,21.5063968,,
2397395487,42.0026423,21.5061893,,
2397395492,42.0026196,21.5064319,,
2397395497,42.0023074,21.5075207,,
2397395513,42.0028417,21.5076112,,
2397395518,42.0029695,21.5062447,,
2402737423,41.9827135,21.4755745,,
2402737429,41.9886321,21.4801957,,
2402737435,41.9882760,21.4808960,,
2402737440,41.9874427,21.4803435,,
2402737443,41.9826218,21.4757837,,
2402737460,41.9886508,21.4813788,,
2402737463,41.9880806,21.4808960,,
2402737465,41.9881604,21.4824678,,
2402737469,41.9824623,21.4753653,,
2402737472,41.9888638,21.4794371,,
2402737474,41.9879770,21.4807994,,
2402737475,41.9878374,21.4795066,,
2402737480,41.9885986,21.4799834,,
2402737481,41.9881339,21.4788306,,
2402737483,41.9874985,21.4802576,,
2402737486,41.9869327,21.4814576,,
2402737496,41.9823674,21.4755571,,
2402737500,41.9874825,21.4819206,,
2402737501,41.9878811,21.4793660,,
2402737507,41.9875862,21.4819957,,
2497930831,41.9777657,21.5883493,,
2497930832,41.9778705,21.5882806,,
2497930834,41.9779430,21.5887739,,
2497930837,41.9780464,21.5887016,,
2884502096,41.9846788,21.4802540,,
2884502097,41.9844604,21.4800912,,
2884502098,41.9843710,21.4802823,,
2884502099,41.9846209,21.4804769,,
2884502100,41.9847103,21.4802752,,
2884502126,41.9866024,21.4758743,,
2884502127,41.9868069,21.4760460,,
2884502128,41.9866036,21.4764841,,
2884502129,41.9863991,21.4763124,,
2884502131,41.9864108,21.4762871,,
2884502132,41.9866280,21.4764316,,
2884502136,41.9867401,21.4761900,,
3380943213,41.9539759,21.4885433,,
3380943214,41.9540767,21.4887299,,
3380943215,41.9538025,21.4890505,,
3380943216,41.9536908,21.4888712,,
3380948684,41.9537580,21.4890884,,
3380948685,41.9536692,21.4889339,,
3380948686,41.9536009,21.4890024,,
3380948687,41.9536973,21.4891642,,
3497083536,42.0026371,21.4285388,,
3497083537,42.0026483,21.4286585,,
3497083539,42.0030436,21.4284699,,
3497083540,42.0030548,21.4285896,,
3506694893,42.0044598,21.3924261,10pin,Bo Bowling
3647448780,41.9767011,21.4417569,tennis,
3650810033,42.0083667,21.4028037,,
3650810035,42.0086658,21.4028592,,
3650810036,42.0098818,21.4216458,,
3650810037,42.0101634,21.4213525,,
3650810038,42.0103081,21.4209424,,
3650810039,42.0103990,21.4210904,,
3650810331,42.0085956,21.4044979,,
3650810438,42.0100531,21.4214621,,
3650810529,42.0086414,21.4028345,,
3650810631,42.0083103,21.4044773,,
3650810633,42.0086887,21.4029023,,
3650811228,42.0086276,21.4044445,,
3650811235,42.0099737,21.4213281,,
3650811426,42.0086139,21.4044712,,
3650851933,42.0098024,21.4215118,,
3650851934,42.0100725,21.4212045,,
3707865774,41.9940184,21.5228074,,
3816919261,42.0257995,21.3775215,,
3816919266,42.0250299,21.3758257,,
3816919270,42.0257439,21.3776186,,
3816919272,42.0249799,21.3761910,,
3816919273,42.0249043,21.3758812,,
3816919305,42.0249918,21.3762710,,
3816919308,42.0254036,21.3763667,,
3816919309,42.0253396,21.3761124,,
3816919318,42.0249717,21.3767306,,
3816919320,42.0250558,21.3765254,,
3816919323,42.0251055,21.3761355,,
3816919324,42.0249810,21.3766338,,
3816919332,42.0253224,21.3779058,,
3816919338,42.0251092,21.3773478,,
3816919349,42.0250009,21.3770353,,
3832517513,42.0067518,21.4873346,,
3832517517,42.0066526,21.4877551,,
3832517520,42.0065650,21.4872548,,
3832517521,42.0064658,21.4876752,,
4095858765,42.0223017,21.5487375,,
4095858766,42.0226738,21.5500134,,
4095858767,42.0218770,21.5504312,,
4095858768,42.0215267,21.5491312,,
4095879915,42.0226074,21.5497838,,
4095879917,42.0222848,21.5502174,,
4095879926,42.0219633,21.5488898,,
4095879929,42.0225341,21.5495308,,
4095969516,42.0237087,21.5601307,,
4095969517,42.0236423,21.5605170,,
4095969518,42.0235050,21.5604743,,
4095969519,42.0235714,21.5600880,,
4107951532,42.0038646,21.3937146,,
4107951533,42.0037560,21.3936865,,
4107951534,42.0037932,21.3934025,,
4107951535,42.0039033,21.3934267,,
4111317910,41.9824791,21.4232386,,
4111317916,41.9825309,21.4233707,,
4111317921,41.9826650,21.4231070,,
4111317922,41.9827167,21.4232391,,
4111850734,42.0047116,21.3783352,,
4111850735,42.0047821,21.3780596,,
4111850736,42.0050821,21.3785071,,
4111850737,42.0051536,21.3782316,,
4111850739,42.0051776,21.3788270,,
4111850742,42.0052621,21.3784989,,
4111850744,42.0053223,21.3788945,,
4111850745,42.0054068,21.3785665,,
4121511582,42.0049557,21.3784482,,
4121511583,42.0053507,21.3787843,,
4125459533,41.9995499,21.4027210,,
4125459535,41.9995839,21.4024488,,
4125459540,41.9999086,21.4028021,,
4125459543,41.9999426,21.4025298,,
4128439237,42.0090138,21.3940023,,
4128439238,42.0090247,21.3940680,,
4128439239,42.0090456,21.3939406,,
4133414552,42.0048510,21.4047182,,
4133414553,42.0048713,21.4045377,,
4133414555,42.0051021,21.4047693,,
4133414556,42.0051224,21.4045889,,
4133414557,42.0051437,21.4048787,,
4133414558,42.0051749,21.4046080,,
4133414559,42.0055290,21.4049593,,
4133414560,42.0055603,21.4046886,,
4144228239,41.9987349,21.4094014,,
4151705233,41.9987671,21.4096671,,
4151705234,41.9987952,21.4094365,,
4151705236,41.9988973,21.4096959,,
4151705244,41.9990593,21.4097317,,
4151705245,41.9990875,21.4095011,,
4161113480,42.0052031,21.4258167,,
4161113487,42.0056544,21.4263601,,
4161121790,42.0058318,21.4248711,,
4161121797,42.0062831,21.4254144,,
4626613164,42.0066480,21.4411175,,
4626613165,42.0065135,21.4410084,,
4626613166,42.0063385,21.4413828,,
4626613167,42.0064748,21.4414869,,
4652512663,41.9776866,21.4543846,,
4652512664,41.9776136,21.4545993,,
4652512665,41.9773542,21.4544395,,
4652512666,41.9774273,21.4542249,,
4652512667,41.9774430,21.4547207,,
4652512668,41.9772493,21.4551728,,
4652512669,41.9770755,21.4550381,,
4652512670,41.9772692,21.4545859,,
4652512671,41.9772653,21.4552186,,
4652512672,41.9770263,21.4550357,,
4652512673,41.9769459,21.4552257,,
4652512674,41.9771849,21.4554087,,
4687780330,42.0065806,21.4605956,,
4687780331,42.0060310,21.4615636,,
4687780332,42.0065334,21.4620802,,
4687780333,42.0070830,21.4611122,,
4687780334,42.0058465,21.4615260,,
4687780335,42.0055612,21.4620303,,
4687780336,42.0062920,21.4627792,,
4687780337,42.0065773,21.4622749,,
4698549553,41.9952078,21.4633122,,
4698549554,41.9951780,21.4637865,,
4698549555,41.9953518,21.4638063,,
4698549556,41.9953817,21.4633320,,
4699919484,42.0160265,21.4441946,,
4699919485,42.0160528,21.4449429,,
4699919486,42.0150754,21.4450051,,
4699919487,42.0150491,21.4442568,,
4837314170,41.9896331,21.5828154,,
4837314172,41.9897890,21.5824033,,
4837314173,41.9898449,21.5822830,,
4837314174,41.9899278,21.5830173,,
4837314175,41.9900008,21.5818709,,
4837314176,41.9900838,21.5826052,,
4837314177,41.9901396,21.5824849,,
4837314178,41.9902956,21.5820728,,
5071179700,42.0510722,21.3611998,,
5076856501,42.0096413,21.4216767,,
5076856502,42.0097203,21.4218112,,
5076856503,42.0097654,21.4215447,,
5076856504,42.0098444,21.4216792,,
5223796558,42.0067912,21.3886634,,
5223796559,42.0067651,21.3888623,,
5223796560,42.0064411,21.3887814,,
5223796561,42.0064706,21.3885771,,
5223796562,42.0070880,21.3889421,,
5223796563,42.0071151,21.3887418,,
5223796564,42.0071427,21.3885350,,
5223796565,42.0068189,21.3884565,,
5234867028,41.9951446,21.3911439,,
5234867029,41.9952658,21.3911381,,
5234867030,41.9952741,21.3914533,,
5234867031,41.9951529,21.3914591,,
5234867032,41.9952709,21.3910423,,
5234867033,41.9952582,21.3905917,,
5234867034,41.9950871,21.3906004,,
5234867035,41.9950999,21.3910511,,
5234869754,41.9952036,21.3914567,,
5250233008,42.0074370,21.4232903,,
5250233009,42.0072731,21.4235718,,
5250233010,42.0070522,21.4233389,,
5250233011,42.0072161,21.4230574,,
5266254958,42.0053280,21.3782273,,
5266254959,42.0052616,21.3784854,,
5266254960,42.0051582,21.3784371,,
5266254961,42.0052246,21.3781791,,
5266254975,42.0052253,21.3786420,,
5266254976,42.0050908,21.3784734,,
5266254977,42.0051308,21.3783206,,
5266254978,42.0051821,21.3783443,,
5299844979,41.9944252,21.3940679,,
5299844980,41.9943870,21.3942175,,
5299844981,41.9945969,21.3941473,,
5299844982,41.9945587,21.3942969,,
5326014987,41.9410589,21.5096000,,
5326014988,41.9409649,21.5098726,,
5326014989,41.9406688,21.5096880,,
5326014990,41.9407628,21.5094154,,
5601785032,41.9376575,21.6164060,,
5601785033,41.9375220,21.6168968,,
5601785034,41.9376216,21.6167710,,
5601785035,41.9379325,21.6167739,,
5601785036,41.9374302,21.6167654,,
5601785037,41.9377971,21.6169568,,
5601785038,41.9375298,21.6166397,,
5601785039,41.9375221,21.6165889,,
5614906658,41.9942568,21.4654269,,
5614906659,41.9942863,21.4645092,,
5614906660,41.9939375,21.4644835,,
5614906661,41.9938715,21.4653942,,
5614906662,41.9942548,21.4645069,,
5614906663,41.9942273,21.4641898,,
5614906664,41.9939871,21.4641878,,
5614906665,41.9940148,21.4644892,,
5798646907,42.0085180,21.3508075,,
5798646910,42.0085429,21.3508963,,
5798646911,42.0087233,21.3513710,,
5798646912,42.0085636,21.3513834,,
5798646913,42.0082523,21.3506160,,
5798646914,42.0084912,21.3509449,,
5798646915,42.0085091,21.3513990,,
5798646917,42.0081779,21.3514226,,
5798646920,42.0085058,21.3505902,,
5798646921,42.0087025,21.3508840,,
5798646922,42.0081600,21.3509685,,
5798646923,42.0082645,21.3508333,,
5952657735,42.0061059,21.4115248,,
6269843360,41.9824484,21.4441496,,
6269843361,41.9826512,21.4437133,,
6269843362,41.9824768,21.4435666,,
6269843363,41.9822740,21.4440029,,
6289218580,41.9682949,21.5579143,,
6289218581,41.9681089,21.5577862,,
6289218582,41.9681588,21.5576857,,
6289218583,41.9683258,21.5578131,,
6289975787,41.9324502,21.6230535,,
6289975788,41.9322559,21.6227351,,
6289975789,41.9325084,21.6224566,,
6289975790,41.9327028,21.6227749,,
6358975205,42.0050524,21.4278776,,
6358975206,42.0054462,21.4272842,,
6358975207,42.0051563,21.4270185,,
6358975208,42.0052406,21.4270681,,
6358975209,42.0053240,21.4271109,,
6358975210,42.0053888,21.4271355,,
6358975211,42.0054320,21.4271528,,
6358975212,42.0054634,21.4272413,,
6358975213,42.0054707,21.4272036,,
6358975214,42.0054538,21.4271635,,
6358975215,42.0054668,21.4271800,,
6358975216,42.0049037,21.4267919,,
6358975217,42.0047949,21.4266498,,
6358975218,42.0047191,21.4265153,,
6358975219,42.0046395,21.4263213,,
6358975220,42.0045932,21.4261767,,
6358975221,42.0045712,21.4260799,,
6358975222,42.0045580,21.4259797,,
6358975223,42.0045418,21.4259209,,
6358975224,42.0045292,21.4258930,,
6358975225,42.0045185,21.4258751,,
6358975226,42.0045095,21.4258642,,
6358975227,42.0044954,21.4258627,,
6358975228,42.0043829,21.4259612,,
6358975229,42.0038252,21.4267308,,
6358975230,42.0038409,21.4265382,,
6985335036,41.9408967,21.5020043,,
6985335037,41.9409792,21.5019661,,
6985335038,41.9410001,21.5020476,,
6985335049,41.9417247,21.5017118,,
6985335050,41.9415911,21.5011908,,
6985335051,41.9407840,21.5015648,,
6985335052,41.9412435,21.5019348,,
7827666422,41.9744199,21.4844451,,
7827666423,41.9741202,21.4846776,,
7827666424,41.9742075,21.4848973,,
7827666425,41.9745071,21.4846456,,
1000000032463346,42.0153278,21.3979867,tennis,Тениско игралиште
1000000032660892,42.0116774,21.4056557,tennis,Тениски Терен Александар Палас
1000000032675036,41.9993437,21.3910314,tennis,Спортски центар „Форца“
1000000032704862,41.9939590,21.5254845,horse_racing,Хиподром
1000000032886991,42.0028613,21.4313265,handball,
1000000037498457,41.9952995,21.5088115,basketball,
1000000038771020,41.9986265,21.3907918,soccer,
1000000039323187,41.9937140,21.4660167,tennis,
1000000043682132,42.0298788,21.4419592,soccer,игралиште
1000000062305585,42.0192918,21.4163084,multi,
1000000093890612,42.0502321,21.3660179,soccer,ФК Волково
1000000138258663,41.9989058,21.4092954,multi,
1000000161468292,42.0514297,21.3618946,equestrian,Хиподром Волково
1000000173694044,41.9831982,21.4797822,multi,
1000000174481184,41.9943560,21.4169003,soccer,
1000000174495078,42.0067794,21.4234680,soccer,
1000000174495081,42.0046479,21.4268811,soccer,
1000000175199061,41.9963136,21.3956782,multi,
1000000175202006,41.9935504,21.3986733,basketball;soccer,
1000000175519129,42.0062661,21.4117193,tennis,
1000000175896366,42.0234208,21.4362229,soccer,
1000000175905540,42.0113804,21.4383267,multi,
1000000176323702,42.0418905,21.4128963,tennis,
1000000176513049,41.9992733,21.4024656,tennis,
1000000176513061,41.9992917,21.4021554,multi,
1000000176516631,42.0091470,21.3940015,skateboard,
1000000176516632,42.0092030,21.3932161,climbing,
1000000176516633,42.0093261,21.3926203,tennis,
1000000176705496,41.9999478,21.3897618,soccer,Спортски центар „Форца“
1000000176705498,41.9997650,21.3905156,basketball;soccer;table_tennis,Спортски центар „Форца“
1000000176714630,42.0034953,21.4095744,soccer,
1000000177026556,42.0009927,21.3946051,tennis,
1000000177026557,42.0010647,21.3941432,multi,
1000000177039555,42.0253870,21.3772289,soccer,
1000000177120414,42.0028973,21.3567735,soccer,
1000000177120431,42.0027266,21.3567120,basketball,
1000000177122246,42.0018820,21.3646826,soccer,
1000000177402603,42.0038696,21.5026600,multi,
1000000177490039,41.9411835,21.5092869,soccer,
1000000179484773,41.9924027,21.4621050,soccer,
1000000189884672,42.0038533,21.4080114,basketball,
1000000230350615,41.9794742,21.3160394,tennis,
1000000230554335,42.0045718,21.3099434,soccer,
1000000230772179,42.0081142,21.4019187,soccer,ФК Алумина
1000000231349643,42.0026384,21.5069002,soccer,
1000000231952861,41.9874548,21.4811320,soccer,
1000000231952870,41.9880653,21.4802013,soccer,
1000000231952872,41.9825404,21.4755744,basketball,
1000000231952873,41.9881185,21.4816819,soccer,
1000000231952875,41.9883724,21.4794070,soccer,
1000000242288854,41.9779060,21.5885272,tennis,
1000000284742107,41.9845406,21.4802840,basketball,
1000000284742139,41.9866030,21.4761791,basketball,
1000000331048513,41.9538837,21.4887968,soccer,
1000000331048552,41.9536794,21.4890490,basketball,
1000000342749233,42.0028459,21.4285641,skateboard,
1000000360572591,42.0102357,21.4211474,beachvolleyball,
1000000360572613,42.0099277,21.4214869,beachvolleyball,
1000000360572614,42.0084995,21.4036507,karting,Go Kart
1000000378291421,42.0250049,21.3760083,basketball,
1000000378291422,42.0251977,21.3763189,handball,
1000000379901759,42.0066088,21.4875049,tennis,
1000000407533000,42.0221002,21.5495843,soccer,ФК Шкендија
1000000407544553,42.0236068,21.5603025,multi,
1000000408888205,42.0038296,21.3935585,soccer,
1000000409230476,41.9825979,21.4232388,tennis,
1000000409278336,42.0049326,21.3782833,soccer,
1000000409278338,42.0052922,21.3786966,basketball,
1000000410772423,41.9997462,21.4026254,soccer,
1000000411722451,42.0049867,21.4046534,basketball,
1000000411722452,42.0053520,21.4047836,soccer,
1000000413968805,41.9989273,21.4095840,basketball,
1000000415009270,42.0057431,21.4256155,soccer,
1000000468106778,42.0064932,21.4412476,soccer,
1000000471084808,41.9775204,21.4544120,soccer,
1000000471084810,41.9772592,21.4548793,soccer,
1000000471084811,41.9771056,21.4552221,soccer,
1000000474923327,42.0065570,21.4613379,soccer,
1000000474923328,42.0060692,21.4621526,soccer,
1000000476226750,41.9952798,21.4635592,basketball,
1000000476397812,42.0155509,21.4445998,soccer,
1000000491653949,41.9900702,21.5821778,tennis,
1000000491653950,41.9898584,21.5827102,tennis,
1000000520980288,42.0097428,21.4216779,basketball,
1000000539910809,42.0066161,21.3887196,tennis,
1000000539910810,42.0069401,21.3888027,tennis,
1000000539910811,42.0069669,21.3885991,tennis,
1000000541349571,41.9952093,21.3912985,basketball,
1000000541349572,41.9951790,21.3908213,soccer,
1000000543082314,42.0072446,21.4233146,tennis,
1000000544831674,42.0052431,21.3783322,basketball,
1000000548608882,41.9944919,21.3941823,basketball,
1000000551494949,41.9408638,21.5096440,basketball,
1000000586262546,41.9377273,21.6166814,soccer,
1000000586262550,41.9375259,21.6167682,basketball,
1000000587843386,41.9940789,21.4649551,tennis,
1000000587843387,41.9941209,21.4643473,tennis,
1000000612628050,42.0086331,21.3511337,soccer,
1000000612628052,42.0083345,21.3511837,tennis,
1000000612628054,42.0083851,21.3507117,basketball,
1000000669534465,41.9824626,21.4438581,basketball,
1000000671597504,41.9682173,21.5577999,basketball,
1000000671698927,41.9324793,21.6227550,tennis,
1000000746433763,41.9412543,21.5016192,paintball,Paintball Arena Best
1000000838799931,41.9743136,21.4846711,multi,Бановина
